ogr,libelle,libelle_type,root,root_type,context,chunk,chunk_length,chunk_index,chunk_level
110056,"Lever des céréales",ACTIVITE DE BASE ET/OU SPECIFIQUE,Lever,ANOUN,"des céréales","Lever des céréales",3,0,1
110057,"Lever des conteneurs",ACTIVITE DE BASE ET/OU SPECIFIQUE,Lever,ANOUN,"des conteneurs","Lever des conteneurs",3,0,1
110058,"Lever des grumes",ACTIVITE DE BASE ET/OU SPECIFIQUE,Lever,ANOUN,"des grumes","Lever des grumes",3,0,1
110059,"Lever du métal en fusion",ACTIVITE DE BASE ET/OU SPECIFIQUE,Lever,ANOUN,"du métal en fusion","Lever du métal en fusion",5,0,1
110060,"Lever des matières dangereuses",ACTIVITE DE BASE ET/OU SPECIFIQUE,Lever,ANOUN,"des matières dangereuses","Lever des matières dangereuses",4,0,1
110062,"Manoeuvrer une écluse",ACTIVITE DE BASE ET/OU SPECIFIQUE,Manoeuvrer,AVERB,"une écluse","manoeuvrer une écluse",3,0,1
110063,"Manoeuvrer une grue de quai",ACTIVITE DE BASE ET/OU SPECIFIQUE,Manoeuvrer,AVERB,"une grue de quai","manoeuvrer une grue de quai",5,0,1
110064,"Manoeuvrer une passerelle",ACTIVITE DE BASE ET/OU SPECIFIQUE,Manoeuvrer,AVERB,"une passerelle","manoeuvrer une passerelle",3,0,1
110065,"Manoeuvrer un pont-mobile",ACTIVITE DE BASE ET/OU SPECIFIQUE,Manoeuvrer,AVERB,"un pont-mobile","manoeuvrer un pont-mobile",3,0,1
110066,"Manoeuvrer un portique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Manoeuvrer,AVERB,"un portique","manoeuvrer un portique",3,0,1
110069,"Trier et répartir les colis, marchandises selon les indications (codification, format, poids, nombre, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Trier,AVERB,"les colis, marchandises selon les indications","trier les colis, marchandises selon les indications",8,1,1
110069,"Trier et répartir les colis, marchandises selon les indications (codification, format, poids, nombre, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,répartir,AVERB,"les colis, marchandises selon les indications","répartir les colis, marchandises selon les indications",8,0,1
110072,"Repérer et signaler les produits détériorés ou manquants",ACTIVITE DE BASE ET/OU SPECIFIQUE,Repérer,AVERB,"les produits détériorés ou manquants","repérer les produits détériorés ou manquants",6,0,1
110074,"Réaliser l'étiquetage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"l'étiquetage","réaliser l'étiquetage",3,0,1
110078,"Définir les conditions et le coût du transport avec le client et en organiser les différentes étapes (enlèvement, livraison, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"les conditions et le coût du transport avec le client","définir les conditions et le coût du transport avec le client",11,1,1
110078,"Définir les conditions et le coût du transport avec le client et en organiser les différentes étapes (enlèvement, livraison, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,organiser,AVERB,"les conditions et le coût du transport avec le client","organiser les conditions et le coût du transport avec le client",11,0,1
110079,"Réaliser et contrôler les documents liés au contrat de transport et d'affrètement et les transmettre aux clients, prestataires, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"les documents liés au contrat de transport et d'affrètement","réaliser les documents liés au contrat de transport et d'affrètement",11,0,1
110079,"Réaliser et contrôler les documents liés au contrat de transport et d'affrètement et les transmettre aux clients, prestataires, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,contrôler,AVERB,"les documents liés au contrat de transport et d'affrètement","contrôler les documents liés au contrat de transport et d'affrètement",11,3,1
110079,"Réaliser et contrôler les documents liés au contrat de transport et d'affrètement et les transmettre aux clients, prestataires, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,transmettre,AVERB,"les aux clients, prestataires","les transmettre aux clients, prestataires",6,2,1
110079,"Réaliser et contrôler les documents liés au contrat de transport et d'affrètement et les transmettre aux clients, prestataires, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,transmettre,AVERB,"les documents liés au contrat de transport et d'affrètement","transmettre les documents liés au contrat de transport et d'affrètement",11,1,1
110080,"Contrôler et/ou préparer les éléments de facturation de la prestation de transport",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"les éléments de facturation de la prestation de transport","contrôler les éléments de facturation de la prestation de transport",10,0,1
110080,"Contrôler et/ou préparer les éléments de facturation de la prestation de transport",ACTIVITE DE BASE ET/OU SPECIFIQUE,préparer,AVERB,"les éléments de facturation de la prestation de transport","préparer les éléments de facturation de la prestation de transport",10,1,1
110085,"Caractéristiques des différents types de transport",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des différents types de transport","Caractéristiques des différents types de transport",6,0,1
110087,"Organisation du marché des transports (tarifs, tendances, ...)",SAVOIRS THEORIQUES ET PROCEDURAUX,Organisation,ANOUN,"du marché des transports","Organisation du marché des transports",5,0,1
110088,"Déployer une prestation de transport dans le domaine aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,Déployer,AVERB,"une prestation de transport dans le domaine aérien","déployer une prestation de transport dans le domaine aérien",9,0,1
110088,"Déployer une prestation de transport dans le domaine aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,prestation,ANOUN,"de transport","prestation de transport",3,1,2
110089,"Déployer une prestation de transport dans le domaine ferroviaire",ACTIVITE DE BASE ET/OU SPECIFIQUE,Déployer,AVERB,"une prestation de transport dans le domaine ferroviaire","déployer une prestation de transport dans le domaine ferroviaire",9,0,1
110089,"Déployer une prestation de transport dans le domaine ferroviaire",ACTIVITE DE BASE ET/OU SPECIFIQUE,prestation,ANOUN,"de transport","prestation de transport",3,1,2
110090,"Déployer une prestation de transport dans le domaine fluvial",ACTIVITE DE BASE ET/OU SPECIFIQUE,Déployer,AVERB,"une prestation de transport dans le domaine fluvial","déployer une prestation de transport dans le domaine fluvial",9,0,1
110090,"Déployer une prestation de transport dans le domaine fluvial",ACTIVITE DE BASE ET/OU SPECIFIQUE,prestation,ANOUN,"de transport","prestation de transport",3,1,2
110091,"Déployer une prestation de transport dans le domaine maritime",ACTIVITE DE BASE ET/OU SPECIFIQUE,Déployer,AVERB,"une prestation de transport dans le domaine maritime","déployer une prestation de transport dans le domaine maritime",9,0,1
110091,"Déployer une prestation de transport dans le domaine maritime",ACTIVITE DE BASE ET/OU SPECIFIQUE,prestation,ANOUN,"de transport","prestation de transport",3,1,2
110092,"Déployer une prestation de transport dans le domaine routier international",ACTIVITE DE BASE ET/OU SPECIFIQUE,Déployer,AVERB,"une prestation de transport dans le domaine routier international","déployer une prestation de transport dans le domaine routier international",10,0,1
110092,"Déployer une prestation de transport dans le domaine routier international",ACTIVITE DE BASE ET/OU SPECIFIQUE,prestation,ANOUN,"de transport","prestation de transport",3,1,2
110093,"Déployer une prestation de transport dans le domaine routier national et communautaire",ACTIVITE DE BASE ET/OU SPECIFIQUE,Déployer,AVERB,"une prestation de transport dans le domaine routier national et communautaire","déployer une prestation de transport dans le domaine routier national et communautaire",12,0,1
110093,"Déployer une prestation de transport dans le domaine routier national et communautaire",ACTIVITE DE BASE ET/OU SPECIFIQUE,prestation,ANOUN,"de transport","prestation de transport",3,1,2
110094,"Techniques de chiffrage tarifaire",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de chiffrage tarifaire","Techniques de chiffrage tarifaire",4,0,1
110097,"Codifier la marchandise à partir du descriptif fourni par le client",ACTIVITE DE BASE ET/OU SPECIFIQUE,Codifier,AVERB,"la marchandise à partir","codifier la marchandise à partir",5,0,1
110098,"Collecter les documents d'expédition de la marchandise et constituer le dossier de la prestation (transit, douane)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Collecter,AVERB,"les documents d'expédition de la marchandise","collecter les documents d'expédition de la marchandise",8,0,1
110098,"Collecter les documents d'expédition de la marchandise et constituer le dossier de la prestation (transit, douane)",ACTIVITE DE BASE ET/OU SPECIFIQUE,constituer,AVERB,"le dossier de la prestation","constituer le dossier de la prestation",6,1,1
110099,"Réaliser et contrôler les documents liés à la circulation internationale de la marchandise (facture douanière, Déclaration Administrative Unique -DAU-, lettre de crédit, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"les documents liés à la circulation internationale de la marchandise","réaliser les documents liés à la circulation internationale de la marchandise",11,0,1
110099,"Réaliser et contrôler les documents liés à la circulation internationale de la marchandise (facture douanière, Déclaration Administrative Unique -DAU-, lettre de crédit, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,contrôler,AVERB,"les documents liés à la circulation internationale de la marchandise","contrôler les documents liés à la circulation internationale de la marchandise",11,1,1
110100,"Suivre l'acheminement des marchandises, informer le client sur le déroulement et présenter des solutions en cas d'anomalies",ACTIVITE DE BASE ET/OU SPECIFIQUE,Suivre,AVERB,"l'acheminement des marchandises","suivre l'acheminement des marchandises",5,0,1
110100,"Suivre l'acheminement des marchandises, informer le client sur le déroulement et présenter des solutions en cas d'anomalies",ACTIVITE DE BASE ET/OU SPECIFIQUE,acheminement,ANOUN,"des marchandises","acheminement des marchandises",3,3,2
110100,"Suivre l'acheminement des marchandises, informer le client sur le déroulement et présenter des solutions en cas d'anomalies",ACTIVITE DE BASE ET/OU SPECIFIQUE,informer,AVERB,"le client sur le déroulement","informer le client sur le déroulement",6,1,1
110100,"Suivre l'acheminement des marchandises, informer le client sur le déroulement et présenter des solutions en cas d'anomalies",ACTIVITE DE BASE ET/OU SPECIFIQUE,présenter,AVERB,"des solutions en cas d'anomalies","présenter des solutions en cas d'anomalies",7,2,1
110102,"Réglementation Association Internationale du Travail Aérien -IATA- et matières dangereuses",SAVOIRS THEORIQUES ET PROCEDURAUX,Association,ANOUN,"Internationale du Travail Aérien","Association Internationale du Travail Aérien",5,0,1
110102,"Réglementation Association Internationale du Travail Aérien -IATA- et matières dangereuses",SAVOIRS THEORIQUES ET PROCEDURAUX,matières,ANOUN,"dangereuses","matières dangereuses",2,1,1
110104,"Intervenir sur des dossiers de consignation maritime",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur des dossiers de consignation maritime","intervenir sur des dossiers de consignation maritime",7,0,1
110105,"Intervenir sur des dossiers de déclaration en douane",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur des dossiers de déclaration en douane","intervenir sur des dossiers de déclaration en douane",8,0,1
110106,"Intervenir sur des dossiers de réservation de fret",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur des dossiers de réservation de fret","intervenir sur des dossiers de réservation de fret",8,0,1
110107,"Intervenir sur des dossiers de transit export marchandises",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur des dossiers de transit export marchandises","intervenir sur des dossiers de transit export marchandises",8,0,1
110108,"Intervenir sur des dossiers de transit import marchandises",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur des dossiers de transit import marchandises","intervenir sur des dossiers de transit import marchandises",8,0,1
110109,"Techniques d'import/export",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"d'import / export","Techniques d'import / export",5,0,1
110113,"Suivre la mise en place et la réalisation des plans d'action logistiques et contrôler la conformité d'application",ACTIVITE DE BASE ET/OU SPECIFIQUE,Suivre,AVERB,"la mise en place et la réalisation des plans d'action logistiques","suivre la mise en place et la réalisation des plans d'action logistiques",13,0,1
110113,"Suivre la mise en place et la réalisation des plans d'action logistiques et contrôler la conformité d'application",ACTIVITE DE BASE ET/OU SPECIFIQUE,contrôler,AVERB,"la conformité d'application","contrôler la conformité d'application",5,1,1
110113,"Suivre la mise en place et la réalisation des plans d'action logistiques et contrôler la conformité d'application",ACTIVITE DE BASE ET/OU SPECIFIQUE,mise,ANOUN,"en place des plans d'action logistiques","mise en place des plans d'action logistiques",8,2,1
110117,"Principes d'optimisation des coûts",SAVOIRS THEORIQUES ET PROCEDURAUX,Principes,ANOUN,"d'optimisation des coûts","Principes d'optimisation des coûts",5,0,1
110127,"Superviser la planification de l'exploitation du ou des sites logistiques en fonction de l'activité (flux internes/externes, commandes spécifiques, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"la planification de l'exploitation en fonction de l'activité","superviser la planification de l'exploitation en fonction de l'activité",11,0,1
110127,"Superviser la planification de l'exploitation du ou des sites logistiques en fonction de l'activité (flux internes/externes, commandes spécifiques, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,planification,ANOUN,"de l'exploitation","planification de l'exploitation",4,1,2
110132,"Organisation et gestion d'un site d'entreposage",SAVOIRS THEORIQUES ET PROCEDURAUX,Organisation,ANOUN,"d'un site d'entreposage","Organisation d'un site d'entreposage",6,0,1
110132,"Organisation et gestion d'un site d'entreposage",SAVOIRS THEORIQUES ET PROCEDURAUX,gestion,ANOUN,"d'un site d'entreposage","gestion d'un site d'entreposage",6,1,1
110150,"Pratique de l'anglais technique",SAVOIRS THEORIQUES ET PROCEDURAUX,Pratique,ANOUN,"de l'anglais technique","Pratique de l'anglais technique",5,0,1
110153,"Effectuer les vérifications techniques de la cellule avant décollage (portes, chargement de coffres à bagages, ...) en lien avec le poste de pilotage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Effectuer,AVERB,"les vérifications techniques de la cellule avant décollage en lien avec le poste de pilotage","effectuer les vérifications techniques de la cellule avant décollage en lien avec le poste de pilotage",16,0,1
110153,"Effectuer les vérifications techniques de la cellule avant décollage (portes, chargement de coffres à bagages, ...) en lien avec le poste de pilotage",ACTIVITE DE BASE ET/OU SPECIFIQUE,vérifications,ANOUN,"techniques de la cellule avant décollage","vérifications techniques de la cellule avant décollage",7,1,2
110155,"Préparer, servir et débarrasser les plateaux-repas, collations ou éléments de confort à bord",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"les plateaux - repas, collations ou éléments de confort à bord","préparer les plateaux - repas, collations ou éléments de confort à bord",13,0,1
110155,"Préparer, servir et débarrasser les plateaux-repas, collations ou éléments de confort à bord",ACTIVITE DE BASE ET/OU SPECIFIQUE,débarrasser,AVERB,"les plateaux - repas, collations ou éléments de confort à bord","débarrasser les plateaux - repas, collations ou éléments de confort à bord",13,2,1
110155,"Préparer, servir et débarrasser les plateaux-repas, collations ou éléments de confort à bord",ACTIVITE DE BASE ET/OU SPECIFIQUE,servir,AVERB,"les plateaux - repas, collations ou éléments de confort à bord","servir les plateaux - repas, collations ou éléments de confort à bord",13,1,1
110156,"Intervenir auprès des passagers en cas de besoin ou difficulté et mettre en place les procédures adaptées (premiers secours, rappel des mesures de sécurité, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"auprès des passagers en cas de besoin ou difficulté","intervenir auprès des passagers en cas de besoin ou difficulté",10,0,1
110156,"Intervenir auprès des passagers en cas de besoin ou difficulté et mettre en place les procédures adaptées (premiers secours, rappel des mesures de sécurité, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,mettre,AVERB,"en place les procédures adaptées","mettre en place les procédures adaptées",6,1,1
110157,"Utilisation de matériel médical d'urgence",SAVOIRS THEORIQUES ET PROCEDURAUX,Utilisation,ANOUN,"de matériel médical d'urgence","Utilisation de matériel médical d'urgence",6,0,1
110159,"Consignes générales de sécurité en vol",SAVOIRS THEORIQUES ET PROCEDURAUX,Consignes,ANOUN,"générales de sécurité en vol","Consignes générales de sécurité en vol",6,0,1
110160,"Consignes de sécurité en cas d'urgence",SAVOIRS THEORIQUES ET PROCEDURAUX,Consignes,ANOUN,"de sécurité en cas d'urgence","Consignes de sécurité en cas d'urgence",7,0,1
110161,"Techniques de gestion de conflit et de panique à bord",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de gestion de conflit et de panique à bord","Techniques de gestion de conflit et de panique à bord",10,0,1
110162,"Spécificités culturelles de la clientèle",SAVOIRS THEORIQUES ET PROCEDURAUX,Spécificités,ANOUN,"culturelles de la clientèle","Spécificités culturelles de la clientèle",5,0,1
110163,"Intervenir sur une ligne aérienne court-courrier",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur une ligne aérienne court-courrier","intervenir sur une ligne aérienne court-courrier",6,0,1
110164,"Intervenir sur une ligne aérienne long-courrier",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur une ligne aérienne long - courrier","intervenir sur une ligne aérienne long - courrier",8,0,1
110165,"Intervenir sur une ligne aérienne moyen-courrier",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur une ligne aérienne moyen-courrier","intervenir sur une ligne aérienne moyen-courrier",6,0,1
110166,"Contrôler le dossier de vol, le plan de vol, les données techniques de l'appareil et vérifier le niveau de carburant et les conditions météorologiques",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"le dossier de vol, le plan de vol, les données techniques de l'appareil et vérifier le niveau de carburant et les conditions météorologiques","contrôler le dossier de vol, le plan de vol, les données techniques de l'appareil et vérifier le niveau de carburant et les conditions météorologiques",27,0,1
110166,"Contrôler le dossier de vol, le plan de vol, les données techniques de l'appareil et vérifier le niveau de carburant et les conditions météorologiques",ACTIVITE DE BASE ET/OU SPECIFIQUE,vérifier,AVERB,"le niveau de carburant et les conditions météorologiques","vérifier le niveau de carburant et les conditions météorologiques",9,1,2
110167,"Procéder aux contrôles et à la préparation du poste de pilotage, des équipements et matériels de la cellule avec le personnel navigant commercial -PNC-",ACTIVITE DE BASE ET/OU SPECIFIQUE,Procéder,AVERB,"aux contrôles et à la préparation du poste de pilotage, des équipements et matériels de la cellule avec le personnel navigant commercial -PNC-","procéder aux contrôles et à la préparation du poste de pilotage, des équipements et matériels de la cellule avec le personnel navigant commercial -PNC-",25,0,1
110167,"Procéder aux contrôles et à la préparation du poste de pilotage, des équipements et matériels de la cellule avec le personnel navigant commercial -PNC-",ACTIVITE DE BASE ET/OU SPECIFIQUE,contrôles,ANOUN,"du poste de pilotage, des équipements et matériels de la cellule","contrôles du poste de pilotage, des équipements et matériels de la cellule",13,1,1
110167,"Procéder aux contrôles et à la préparation du poste de pilotage, des équipements et matériels de la cellule avec le personnel navigant commercial -PNC-",ACTIVITE DE BASE ET/OU SPECIFIQUE,préparation,ANOUN,"du poste de pilotage, des équipements et matériels de la cellule","préparation du poste de pilotage, des équipements et matériels de la cellule",13,2,2
110168,"Transmettre et échanger les informations de vol avec le personnel de bord et le personnel technique au sol",ACTIVITE DE BASE ET/OU SPECIFIQUE,Transmettre,AVERB,"avec le personnel de bord et le personnel technique au sol","transmettre avec le personnel de bord et le personnel technique au sol",12,1,1
110168,"Transmettre et échanger les informations de vol avec le personnel de bord et le personnel technique au sol",ACTIVITE DE BASE ET/OU SPECIFIQUE,informations,ANOUN,"de vol","informations de vol",3,2,2
110168,"Transmettre et échanger les informations de vol avec le personnel de bord et le personnel technique au sol",ACTIVITE DE BASE ET/OU SPECIFIQUE,échanger,AVERB,"les informations de vol","échanger les informations de vol",5,0,1
110169,"Organiser ou superviser les opérations à bord (chargement, accueil passagers, ...) et mettre en place des mesures d'urgence en cas d'aléas",ACTIVITE DE BASE ET/OU SPECIFIQUE,Organiser,AVERB,"en place des mesures d'urgence en cas d'aléas","organiser en place des mesures d'urgence en cas d'aléas",11,4,1
110169,"Organiser ou superviser les opérations à bord (chargement, accueil passagers, ...) et mettre en place des mesures d'urgence en cas d'aléas",ACTIVITE DE BASE ET/OU SPECIFIQUE,mesures,ANOUN,"d'urgence en cas d'aléas","mesures d'urgence en cas d'aléas",7,2,2
110169,"Organiser ou superviser les opérations à bord (chargement, accueil passagers, ...) et mettre en place des mesures d'urgence en cas d'aléas",ACTIVITE DE BASE ET/OU SPECIFIQUE,mettre,AVERB,"en place des mesures d'urgence en cas d'aléas","mettre en place des mesures d'urgence en cas d'aléas",11,0,1
110169,"Organiser ou superviser les opérations à bord (chargement, accueil passagers, ...) et mettre en place des mesures d'urgence en cas d'aléas",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"les à bord mettre","les opérations à bord mettre",5,3,1
110169,"Organiser ou superviser les opérations à bord (chargement, accueil passagers, ...) et mettre en place des mesures d'urgence en cas d'aléas",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"à bord","opérations à bord",3,1,2
110169,"Organiser ou superviser les opérations à bord (chargement, accueil passagers, ...) et mettre en place des mesures d'urgence en cas d'aléas",ACTIVITE DE BASE ET/OU SPECIFIQUE,superviser,AVERB,"en place des mesures d'urgence en cas d'aléas","superviser en place des mesures d'urgence en cas d'aléas",11,5,1
110170,"Réaliser les opérations de mise en vol, de pilotage et d'atterrissage de l'appareil et procéder aux vérifications techniques à chaque étape",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"les opérations de mise en vol, de pilotage et d'atterrissage de l'appareil","réaliser les opérations de mise en vol, de pilotage et d'atterrissage de l'appareil",16,0,1
110170,"Réaliser les opérations de mise en vol, de pilotage et d'atterrissage de l'appareil et procéder aux vérifications techniques à chaque étape",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de mise en vol, de pilotage et d'atterrissage de l'appareil","opérations de mise en vol, de pilotage et d'atterrissage de l'appareil",14,2,2
110170,"Réaliser les opérations de mise en vol, de pilotage et d'atterrissage de l'appareil et procéder aux vérifications techniques à chaque étape",ACTIVITE DE BASE ET/OU SPECIFIQUE,procéder,AVERB,"aux vérifications techniques à chaque étape","procéder aux vérifications techniques à chaque étape",7,1,1
110171,"Contrôler les paramètres de navigation et de fonctionnement de l'appareil en vol et adapter le plan de vol en liaison avec les centres de contrôle aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"les paramètres de navigation et de fonctionnement de l'appareil en vol","contrôler les paramètres de navigation et de fonctionnement de l'appareil en vol",13,0,1
110171,"Contrôler les paramètres de navigation et de fonctionnement de l'appareil en vol et adapter le plan de vol en liaison avec les centres de contrôle aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,adapter,AVERB,"le plan de vol en liaison avec les centres de contrôle aérien","adapter le plan de vol en liaison avec les centres de contrôle aérien",13,1,1
110172,"Réaliser les différents comptes rendus de fin de vol et les transmettre au service concerné",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"les différents comptes rendus de fin de vol","réaliser les différents comptes rendus de fin de vol",9,0,1
110172,"Réaliser les différents comptes rendus de fin de vol et les transmettre au service concerné",ACTIVITE DE BASE ET/OU SPECIFIQUE,comptes,ANOUN,"différents rendus de fin de vol","différents comptes rendus de fin de vol",7,3,2
110172,"Réaliser les différents comptes rendus de fin de vol et les transmettre au service concerné",ACTIVITE DE BASE ET/OU SPECIFIQUE,transmettre,AVERB,"les au service concerné","les transmettre au service concerné",5,2,1
110172,"Réaliser les différents comptes rendus de fin de vol et les transmettre au service concerné",ACTIVITE DE BASE ET/OU SPECIFIQUE,transmettre,AVERB,"les différents comptes rendus de fin de vol","transmettre les différents comptes rendus de fin de vol",9,1,1
110177,"Terminologie aéronautique (IATA, alphabet aéronautique, ...)",SAVOIRS THEORIQUES ET PROCEDURAUX,Terminologie,ANOUN,"aéronautique","Terminologie aéronautique",2,0,1
110179,"Principes mécaniques du vol et de la navigation aérienne",SAVOIRS THEORIQUES ET PROCEDURAUX,Principes,ANOUN,"mécaniques du vol et de la navigation aérienne","Principes mécaniques du vol et de la navigation aérienne",9,0,1
110180,"Règles de communication radio aéronautique",SAVOIRS THEORIQUES ET PROCEDURAUX,Règles,ANOUN,"de communication radio aéronautique","Règles de communication radio aéronautique",5,0,1
110181,"Modes de calcul du chargement carburant",SAVOIRS THEORIQUES ET PROCEDURAUX,Modes,ANOUN,"de calcul du chargement carburant","Modes de calcul du chargement carburant",6,0,1
110207,"Réaliser des vols aériens court et moyen-courrier",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des vols aériens court et moyen-courrier","réaliser des vols aériens court et moyen-courrier",7,0,1
110208,"Réaliser des vols aériens long courrier",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des vols aériens long courrier","réaliser des vols aériens long courrier",6,0,1
110209,"Réaliser des opérations d'évacuation sanitaire par transport aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations d'évacuation sanitaire par transport aérien","réaliser des opérations d'évacuation sanitaire par transport aérien",9,0,1
110209,"Réaliser des opérations d'évacuation sanitaire par transport aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"d'évacuation sanitaire","opérations d'évacuation sanitaire",4,1,2
110210,"Réaliser des opérations de fret par transport aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de fret par transport aérien","réaliser des opérations de fret par transport aérien",8,0,1
110210,"Réaliser des opérations de fret par transport aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de fret","opérations de fret",3,1,2
110211,"Réaliser des opérations de transport aérien de passagers",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de transport aérien de passagers","réaliser des opérations de transport aérien de passagers",8,0,1
110211,"Réaliser des opérations de transport aérien de passagers",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de transport aérien de passagers","opérations de transport aérien de passagers",6,1,2
110212,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification Agricole, épandage dispersion",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification Agricole","réaliser des opérations de Travail Aérien nécessitant une qualification Agricole",10,0,1
110212,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification Agricole, épandage dispersion",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification Agricole","opérations de Travail Aérien nécessitant une qualification Agricole",8,1,2
110213,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification banderoles",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification banderoles","réaliser des opérations de Travail Aérien nécessitant une qualification banderoles",10,0,1
110213,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification banderoles",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification banderoles","opérations de Travail Aérien nécessitant une qualification banderoles",8,1,2
110214,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification Hélitreuillage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification","réaliser des opérations de Travail Aérien nécessitant une qualification",9,0,1
110214,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification Hélitreuillage",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification","opérations de Travail Aérien nécessitant une qualification",7,1,2
110215,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification largage de charges toute nature",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification largage de charges toute nature","réaliser des opérations de Travail Aérien nécessitant une qualification largage de charges toute nature",14,0,1
110215,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification largage de charges toute nature",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification largage de charges toute nature","opérations de Travail Aérien nécessitant une qualification largage de charges toute nature",12,1,2
